112.5516,86.09856,48.12676,78.46471,40
104.27518,86.152435,49.165436,79.029076,41
94.57314,86.08358,46.344902,78.66205,42
82.509445,85.88329,43.09527,77.40098,43
77.5996,85.42637,36.426613,76.021866,44
72.35545,84.97523,27.454748,73.59934,45
77.03175,85.25566,19.67533,70.63277,46
77.53541,86.50755,14.816275,64.83396,47
63.709618,86.22778,12.841201,55.307053,48
68.95254,84.10298,17.324368,46.014076,49
60.97114,82.44957,21.841093,38.40742,50
64.01617,81.935295,22.604918,28.176912,51
67.93037,81.614204,22.7352,18.146181,52
70.60121,80.72561,22.304825,7.7302413,53
73.30623,79.383995,23.680445,-3.8916397,54
78.934654,76.52121,25.820845,-15.843364,55
82.70211,72.96374,29.852932,-26.041868,56
81.17787,69.6432,36.380356,-35.642326,57
79.418304,67.69341,38.90943,-41.97415,58
78.81228,66.59765,40.30648,-44.536736,59
80.04945,65.99655,40.588585,-44.507576,60
80.6874,66.27583,39.23006,-42.512928,61
81.38837,66.88002,37.12849,-40.270344,62
82.981094,67.26918,35.335365,-38.282528,63
83.744095,67.71597,34.29019,-36.90254,64
83.747246,68.17021,33.907112,-35.81969,65
86.48443,67.96216,33.11471,-34.361847,66
86.72919,68.632195,32.641815,-33.134167,67
89.89198,68.567635,31.661264,-29.348454,68
89.261505,69.65385,29.464745,-24.941185,69
89.63885,70.13728,27.243141,-18.122732,70
88.22165,70.44766,24.643047,-10.711963,71
90.27822,70.44298,24.338207,-1.8575065,72
88.66366,70.90058,24.64191,7.115987,73
91.15898,71.20111,26.661861,16.585508,74
92.73779,71.19062,28.972332,26.436337,75
94.07889,71.77079,29.423067,34.79294,76
98.49058,71.31529,29.254658,42.541176,77
97.79099,71.68722,27.09477,50.383102,78
100.28205,71.80348,28.10533,56.601223,79
100.661606,71.65841,30.24081,61.747265,80
101.25214,71.68646,33.494373,66.15979,81
101.551674,71.866264,39.384438,69.08424,82
100.56827,72.11457,41.591095,70.2391,83
99.376305,72.35463,42.830387,71.64823,84
100.02233,72.48292,43.04466,72.28685,85
100.89554,72.88124,43.942837,72.82841,86
101.59072,73.2743,45.279533,73.644485,87
100.99613,73.58943,46.613552,74.38562,88
100.71953,73.928474,47.58613,74.857346,89
100.05967,74.24139,46.637768,75.143364,90
99.51853,74.583046,45.33689,75.35018,91
99.056984,74.952225,44.754536,75.6171,92
98.64723,75.33008,44.293415,75.92022,93
98.10488,75.67626,43.470646,76.19496,94
98.30121,76.01826,42.832966,76.44821,95
98.814285,76.336365,42.41666,76.71568,96
98.955894,76.570244,41.71367,76.92485,97
98.16603,76.854294,40.984486,77.10058,98
97.436226,77.15982,40.6334,77.26841,99
97.05557,77.43626,40.448364,77.38165,100