88.66917,73.41583,-66.13407,65.246124,271
46.298088,70.75112,-62.982395,79.08368,272
27.880056,62.47988,-11.552368,77.7133,273
8.2375,49.84591,-47.03341,83.24628,274
1.2740077,35.642887,-22.751904,78.89315,275
-5.734591,21.976469,4.5196147,76.04695,276
-12.755484,11.098506,-8.913647,74.93512,277
-15.504298,5.9570484,-14.810901,76.17257,278
-16.968248,5.680111,-17.134033,75.803535,279
-15.147009,9.74385,-15.37259,79.52912,280
-11.049057,16.111855,-5.296822,80.93637,281
-7.0703506,24.92355,23.026958,84.156845,282
-2.7705362,34.80426,44.495502,82.75204,283
-0.50994384,44.09946,20.04869,81.58321,284
3.864316,53.779007,22.002205,82.56224,285
17.440622,62.92106,-19.680777,85.44646,286
36.828995,67.15805,-34.57651,79.77214,287