66.4781,88.008545,55.227234,74.10983,117
58.866726,87.140686,50.52859,73.23634,118
47.26086,85.25405,43.99231,71.76797,119
35.838623,81.499306,37.104694,69.43731,120
28.259428,75.58772,30.386473,65.0025,121
22.486649,68.67864,27.895853,57.916496,122
20.02608,64.04013,28.149174,50.7927,123
20.558306,58.440735,23.82167,44.690853,124
24.206911,53.75059,16.251331,40.581783,125
25.337109,48.46062,15.974142,35.515736,126
25.326513,43.704136,20.39122,29.977882,127
25.51214,39.37759,19.673056,25.94814,128
25.338903,35.63605,16.718594,22.979094,129
25.328737,32.72288,18.337093,19.381413,130
24.47122,30.176668,18.862776,16.68691,131
23.739964,27.98641,17.921747,14.596523,132
23.51252,26.398603,18.095135,12.957018,133
23.165112,25.100094,18.12173,11.706659,134
22.670547,24.242626,18.101793,10.995016,135
22.193815,23.52673,18.317865,10.58644,136
22.26464,23.117697,18.65539,10.298364,137
22.382803,22.844902,18.4262,10.286872,138
22.454071,22.470123,18.621952,10.313945,139
22.267202,22.44849,18.740747,10.269067,140
21.947819,22.234833,18.695587,10.123373,141
22.092936,22.219086,18.706293,10.08363,142
21.939726,22.04739,18.645227,9.940884,143
21.75066,21.75501,18.859858,9.853152,144
21.802444,21.553522,18.801151,9.731189,145
21.605574,21.32958,18.503029,9.521745,146
21.365328,21.180464,18.673676,9.375862,147
21.460154,21.072477,18.312923,9.473135,148
21.265726,20.88489,18.728704,9.176215,149
21.335318,20.742298,18.44321,8.961967,150
21.354378,20.537758,18.506695,8.915827,151
21.515453,20.582293,18.459242,8.970485,152
21.405676,21.037407,18.495972,9.789006,153
21.329567,22.145159,18.901009,10.9176235,154
21.257357,23.94159,19.129116,12.980346,155
21.081806,26.375679,19.127401,15.565959,156
21.044994,29.519344,19.09904,18.865913,157
20.815369,33.26417,18.91107,22.513208,158
20.901543,37.460358,18.587442,26.999662,159
20.820724,42.326965,18.173641,31.858192,160
21.032375,47.94447,18.687363,37.435123,161
21.114124,54.01139,19.315985,43.06405,162
21.626945,60.930996,21.39678,49.438164,163
23.7971,67.62805,24.010654,56.343647,164
30.941261,74.8896,30.149403,62.7501,165
44.643295,81.53754,38.086334,69.81885,166
59.943424,87.52986,50.28663,74.41533,167
-5.1063504,90.0,64.14503,74.22548,168
58.225555,87.529465,59.594654,74.42615,169
40.272774,85.732445,54.31049,74.22925,170