82.10175,69.77226,110
82.13096,69.8201,111
82.16288,69.847946,112
82.17516,69.86509,113
82.17712,69.86399,114
82.178825,69.87995,115
82.20492,69.9084,116
82.22014,69.96168,117
82.206154,70.03194,118
82.331535,70.13451,119
82.51916,70.234535,120
82.52559,70.2317,121
82.57043,70.13915,122
82.54449,69.98836,123
82.52527,69.84219,124
82.49297,69.49295,125
82.3367,69.0767,126
82.10817,68.67847,127
81.7329,68.30209,128
81.02175,67.652115,129
80.03429,66.69969,130
78.68965,65.44023,131
76.70344,63.35746,132
73.789345,60.721825,133
70.62411,57.61105,134
67.169106,53.998367,135
64.01293,50.336098,136
61.37471,46.778683,137
58.57593,43.617725,138
55.410507,40.411087,139
52.497166,37.09114,140
50.194145,33.738934,141
47.649494,30.355494,142
44.722584,27.437067,143
42.507484,24.645906,144
40.00654,22.026154,145
37.40512,19.800993,146
35.32079,17.574085,147
33.208652,15.576822,148
31.119661,13.314817,149
29.384087,11.268287,150
27.654434,9.557666,151
25.936226,8.023774,152
24.628016,6.409364,153
23.237011,5.163057,154
21.961466,4.162215,155
21.002134,2.9439044,156
20.278591,2.0078123,157
19.685436,1.3964776,158
18.999182,0.76561725,159
18.489162,0.20829566,160
18.132248,-0.07855382,161
17.839705,-0.41604906,162
17.551764,-0.680153,163
17.422962,-0.85206944,164
17.40383,-0.982304,165
17.361752,-1.04398,166
17.27126,-0.9535138,167
17.401672,-0.86079615,168
17.521633,-0.817843,169
17.548277,-0.6698688,170
17.666,-0.5777665,171
17.782528,-0.4813491,172
17.908339,-0.1559335,173
18.132511,0.2117136,174
18.51092,0.42832598,175
18.972603,0.8306295,176
19.398558,1.564346,177
19.90674,2.3432014,178
20.62207,3.1525886,179
21.408197,4.1375303,180
22.386084,5.301824,181
23.414968,6.545795,182
24.691555,7.8737416,183
26.094456,9.409377,184
27.655325,11.226392,185
29.274508,13.20221,186
31.036026,15.174306,187
32.94668,17.271566,188
35.007683,19.597555,189
37.180134,21.86918,190
39.363552,24.161247,191
41.644775,26.741375,192
44.140133,29.447931,193
46.789913,32.20584,194
49.47697,34.97087,195
52.175236,37.68564,196
54.8813,40.446175,197
57.679703,43.242508,198
60.527603,46.020206,199
63.556545,48.90413,200
66.838165,51.966724,201
70.44315,55.224617,202
74.081604,58.553917,203
77.297714,61.748047,204
80.26196,64.63749,205
82.62642,66.60594,206
83.74272,67.63393,207
83.25962,68.260704,208
82.825226,68.67039,209
82.71788,68.93748,210